,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
3983,2002-05-24,Spirit: Stallion of the Cimarron, Animation Adventure Comedy Family Drama Western,7.695,73.91,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",en,Matt Damon,104.315,James Cromwell,32.075,Charles Napier,17.755
3984,2002-05-31,The Sum of All Fears, Thriller Action Drama,6.34,34.12,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",en,Ben Affleck,43.533,Morgan Freeman,79.114,James Cromwell,29.584
3985,2002-05-31,Undercover Brother, Action Comedy,5.867,12.783,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",en,Eddie Griffin,23.382,Chris Kattan,10.691,Denise Richards,34.657
3986,2002-06-07,Bad Company, Action Adventure Comedy Thriller,5.48,27.797,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",en,Anthony Hopkins,75.014,Chris Rock,44.072,Gabriel Macht,39.637
3987,2002-06-07,Divine Secrets of the Ya-Ya Sisterhood, Comedy Drama,6.1,13.369,"A mother and daughter dispute is resolved by the ""Yaya sisterhood"" - long time friends of the mother.",en,Sandra Bullock,54.65,Ellen Burstyn,36.243,Fionnula Flanagan,19.909
3988,2002-06-14,The Bourne Identity, Action Drama Mystery Thriller,7.467,49.431,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",en,Matt Damon,104.315,Franka Potente,22.824,Chris Cooper,47.002
3989,2002-06-14,The Dangerous Lives of Altar Boys, Comedy Drama,6.6,8.049,"A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.",en,Kieran Culkin,32.291,Emile Hirsch,30.077,Jena Malone,34.572
3990,2002-06-14,Scooby-Doo, Mystery Adventure Comedy,6.073,50.548,"When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",en,Freddie Prinze Jr.,26.141,Sarah Michelle Gellar,29.212,Matthew Lillard,45.346
3991,2002-06-14,Windtalkers, War Drama Action History,6.3,24.772,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",en,Nicolas Cage,104.207,Adam Beach,22.354,Peter Stormare,32.571
3992,2002-06-18,Air Bud: Seventh Inning Fetch, Comedy Family,5.428,17.273,"Josh is off to his first year of college and Buddy has stayed behind with Josh’s little sister Andrea and the rest of the family. Andrea, attempting to fit in with her Jr. High classmates, decides to join the baseball team and along the way discovers that Buddy is a talented baseball player.",en,Caitlin Wachs,16.992,Chantal Strand,9.366,Molly Hagan,27.493
3993,2002-06-21,Juwanna Mann, Comedy,5.105,12.26,"A basketball star is booted out of the NBA when his on-court antics go too far, so he poses as a woman and joins the WUBA.",en,Miguel A. Núñez Jr.,14.904,Vivica A. Fox,34.068,Kevin Pollak,24.151
3994,2002-06-21,Lilo & Stitch, Animation Family,7.522,72.416,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",en,Daveigh Chase,14.405,Chris Sanders,29.572,Tia Carrere,44.385
3995,2002-06-21,Sunshine State, Drama,6.397,7.957,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",en,Jane Alexander,17.074,Mary Alice,13.485,Angela Bassett,95.578
3996,2002-06-28,Hey Arnold!: The Movie, Animation Comedy Family,6.5,18.525,Arnold and his friends must recover a stolen document in order to prevent the neighborhood from being bulldozed.,en,Spencer Klein,6.366,Francesca Marie Smith,8.854,Jamil Walker Smith,15.34
3997,2002-06-28,Mr. Deeds, Comedy Romance,5.857,21.868,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",en,Adam Sandler,56.286,Winona Ryder,51.658,John Turturro,24.081
3998,2002-06-28,Pumpkin, Comedy Drama Romance,5.913,15.117,"Carolyn's sorority sisters set their sights on the Sorority of the Year award and coaching challenged athletes is their ticket to the trophy. But when the queen of formals finds herself mentoring Pumpkin, a disabled athlete, their two worlds collide.",en,Christina Ricci,61.152,Hank Harris,4.402,Brenda Blethyn,30.207
3999,2002-07-03,Like Mike, Family Comedy Fantasy,6.093,26.315,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",en,Shad Moss,26.661,Morris Chestnut,26.868,Jonathan Lipnicki,19.872
4000,2002-07-03,Men in Black II, Action Comedy Science Fiction,6.364,50.558,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",en,Will Smith,75.693,Tommy Lee Jones,45.144,Lara Flynn Boyle,24.603
4001,2002-07-03,The Powerpuff Girls Movie, Animation Action Family,6.697,26.529,"Based on the hit animated television series, this feature film adaptation tells the story of how Blossom, Bubbles and Buttercup - three exuberant young girls - obtain their unique powers, become superheroes and join forces to foil evil mutant monkey Mojo Jojo's plan to take over the world.",en,Cathy Cavadini,23.519,Tara Strong,34.759,Elizabeth Daily,35.492
4002,2002-07-12,Road to Perdition, Crime Drama Thriller,7.352,30.525,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",en,Tom Hanks,86.437,Tyler Hoechlin,25.874,Paul Newman,30.332
4003,2002-07-17,Eight Legged Freaks, Action Comedy Horror Thriller,5.78,29.428,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",en,David Arquette,34.387,Kari Wuhrer,29.864,Doug E. Doug,12.022
4004,2002-07-19,K-19: The Widowmaker, Drama History Thriller Mystery War,6.5,30.981,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",en,Harrison Ford,52.853,Liam Neeson,93.368,Peter Sarsgaard,29.406
4005,2002-07-19,Stuart Little 2, Family Adventure Animation Comedy,5.758,45.256,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",en,Michael J. Fox,30.323,Melanie Griffith,77.879,Nathan Lane,30.283
4006,2002-07-26,Austin Powers in Goldmember, Comedy Crime Science Fiction,5.999,52.432,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",en,Mike Myers,47.82,Beyoncé,20.931,Seth Green,30.674
4007,2002-07-26,The Country Bears, Adventure Comedy Family,4.748,15.843,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",en,Haley Joel Osment,32.053,Diedrich Bader,41.224,Candy Ford,5.292
4008,2002-08-02,Full Frontal, Comedy Romance,4.7,16.885,"A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party.",en,David Duchovny,34.132,Nicky Katt,16.805,Catherine Keener,33.473
4009,2002-08-02,Martin Lawrence Live: Runteldat, Comedy,5.1,3.59,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",en,Martin Lawrence,36.676,,,,
4010,2002-08-02,The Master of Disguise, Comedy Family Fantasy,4.023,23.247,"After the patriarch of the Disguisey family is kidnapped by Devlin Bowman in an attempt to steal the most precious treasures from around the world, Italian waiter Pistachio Disguisey utilizes his supernatural ability to disguise himself in an attempt to stop him.",en,Dana Carvey,15.134,Brent Spiner,29.891,Jennifer Esposito,35.456
4011,2002-08-02,Signs, Drama Thriller Science Fiction Mystery,6.684,22.757,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,en,Mel Gibson,82.511,Joaquin Phoenix,67.792,Rory Culkin,25.845
